nom,canonical_key,type,category,voie,severity,action
nétupitant,netupitant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nétupitant,netupitant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
nétupitant,netupitant,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
névirapine,nevirapine,voie_hug_seule,inducteur,CYP2B6,medium,flag_review_HUG_pdf
névirapine,nevirapine,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
nicardipine,nicardipine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nicardipine,nicardipine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
nifédipine,nifedipine,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
nilotinib,nilotinib,voie_hug_seule,inhibiteur,CYP2C8,medium,flag_review_HUG_pdf
nilotinib,nilotinib,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
nilotinib,nilotinib,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
nimodipine,nimodipine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
nintédanib,nintedanib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nintédanib,nintedanib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
niraparib,niraparib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
niraparib,niraparib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
nirmatrelvir,nirmatrelvir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nirmatrelvir,nirmatrelvir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
nitisinon,nitisinon,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nitisinon,nitisinon,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
nitrendipine,nitrendipine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
nitrendipine,nitrendipine,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
nomégestrol,nomegestrol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
nomégestrol,nomegestrol,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
norelgestromine,norelgestromine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
norelgestromine,norelgestromine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
noréthistérone,norethisterone,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
noréthistérone,norethisterone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
norfloxacine,norfloxacine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
norfloxacine,norfloxacine,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
nortriptyline,nortriptyline,voie_cbip_seule,substrat,Pgp,low,conserver_CBIP_confidence_medium
nortriptyline,nortriptyline,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
nortriptyline,nortriptyline,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
nortriptyline,nortriptyline,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
noscapine,noscapine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
noscapine,noscapine,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
odévixibat,odevixibat,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
odévixibat,odevixibat,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
olanzapine,olanzapine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
olanzapine,olanzapine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
olaparib,olaparib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
olaparib,olaparib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
oméprazole,omeprazole,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
oméprazole,omeprazole,puissance_discordante,inhibiteur,CYP2C19,high,review_manuel_prioritaire
oméprazole,omeprazole,voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
ondansétron,ondansetron,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
ondansétron,ondansetron,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
oséltamivir,oseltamivir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
oséltamivir,oseltamivir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
osimertinib,osimertinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
osimertinib,osimertinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
oxcarbazépine,oxcarbazepine,voie_hug_seule,inhibiteur,CYP2C19,medium,flag_review_HUG_pdf
ozanimod,ozanimod,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ozanimod,ozanimod,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
palbociclib,palbociclib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
palbociclib,palbociclib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
palipéridone,paliperidone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
palipéridone,paliperidone,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
palonosétron,palonosetron,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
palonosétron,palonosetron,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
pamplemousse,pamplemousse/orange de seville,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pamplemousse,pamplemousse/orange de seville,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
panobinostat,panobinostat,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
panobinostat,panobinostat,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
panobinostat,panobinostat,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
pantoprazole,pantoprazole,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
paracétamol,paracetamol,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
paracétamol,paracetamol,voie_hug_seule,substrat,CYP2E1,medium,flag_review_HUG_pdf
paracétamol,paracetamol,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
paroxétine,paroxetine,voie_cbip_seule,substrat,Pgp,low,conserver_CBIP_confidence_medium
paroxétine,paroxetine,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
paroxétine,paroxetine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
pazopanib,pazopanib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pazopanib,pazopanib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
pazopanib,pazopanib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
pentamidine,pentamidine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pentamidine,pentamidine,voie_cbip_seule,substrat,CYP2C19,medium,conserver_CBIP_confidence_medium
pérampanel,perampanel,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
pérampanel,perampanel,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
pérampanel,perampanel,voie_hug_seule,inducteur,CYP3A4/5,medium,flag_review_HUG_pdf
phénobarbital,phenobarbital,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
phénobarbital,phenobarbital,voie_cbip_seule,inducteur,CYP1A2,low,conserver_CBIP_confidence_medium
phénobarbital,phenobarbital,voie_hug_seule,inducteur,CYP2B6,medium,flag_review_HUG_pdf
phénobarbital,phenobarbital,voie_hug_seule,inducteur,CYP2C19,medium,flag_review_HUG_pdf
phénobarbital,phenobarbital,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
phenprocoumone,phenprocoumone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
phénytoïne,phenytoine,voie_cbip_seule,inducteur,CYP1A2,low,conserver_CBIP_confidence_medium
phénytoïne,phenytoine,voie_hug_seule,inducteur,CYP2C19,medium,flag_review_HUG_pdf
phénytoïne,phenytoine,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
pibrentasvir,pibrentasvir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pibrentasvir,pibrentasvir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
pibrentasvir,pibrentasvir,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
pimozide,pimozide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pimozide,pimozide,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
pioglitazone,pioglitazone,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
pioglitazone,pioglitazone,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
pioglitazone,pioglitazone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
pirfénidone,pirfenidone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pirfénidone,pirfenidone,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
pitolisant,pitolisant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pitolisant,pitolisant,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
pitolisant,pitolisant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
pitolisant,pitolisant,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
pitolisant,pitolisant,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
pomalidomide,pomalidomide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pomalidomide,pomalidomide,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
pomalidomide,pomalidomide,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
pomélo,pomelo,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pomélo,pomelo,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ponatinib,ponatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ponatinib,ponatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
posaconazole,posaconazole,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
pralsétinib,pralsetinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
pralsétinib,pralsetinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
prasugrel,prasugrel,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
prasugrel,prasugrel,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
prasugrel,prasugrel,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
prasugrel,prasugrel,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
prasugrel,prasugrel,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
prasugrel,prasugrel,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
prasugrel,prasugrel,voie_hug_seule,inhibiteur,CYP2B6,medium,flag_review_HUG_pdf
prednisolone,prednisolone,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
prednisone,prednisone,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
prednisone,prednisone,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
prednisone,prednisone,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
primidone,primidone,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
primidone,primidone,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
primidone,primidone,voie_cbip_seule,inducteur,CYP1A2,low,conserver_CBIP_confidence_medium
primidone,primidone,voie_hug_seule,inducteur,CYP2B6,medium,flag_review_HUG_pdf
primidone,primidone,voie_hug_seule,inducteur,CYP2C19,medium,flag_review_HUG_pdf
primidone,primidone,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
progestatifs,progestatifs,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
progestatifs,progestatifs,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
proguanil,proguanil,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
prométhazine,promethazine,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
propafénone,propafenone,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
propafénone,propafenone,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
propafénone,propafenone,puissance_discordante,inhibiteur,Pgp,high,review_manuel_prioritaire
propofol,propofol,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
propranolol,propranolol,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
propranolol,propranolol,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,CYP2C19,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
quétiapine,quetiapine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
quinidine,quinidine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
quinidine,quinidine,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
quinidine,quinidine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
quinine,quinine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
rabéprazole,rabeprazole,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
raltégravir,raltegravir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
raltégravir,raltegravir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
ranitidine,ranitidine,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
ranitidine,ranitidine,voie_hug_seule,substrat,CYP1A2,medium,flag_review_HUG_pdf
ranitidine,ranitidine,voie_hug_seule,substrat,CYP2C19,medium,flag_review_HUG_pdf
ranitidine,ranitidine,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
ranitidine,ranitidine,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
ranolazine,ranolazine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ranolazine,ranolazine,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
ranolazine,ranolazine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ranolazine,ranolazine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
ranolazine,ranolazine,voie_cbip_seule,inhibiteur,CYP2D6,medium,conserver_CBIP_confidence_medium
ranolazine,ranolazine,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ranolazine,ranolazine,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
rasagiline,rasagiline,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rasagiline,rasagiline,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
réglisse,reglisse,molecule_absente_cbip,,,medium,conserver_HUG_flag_review
réglisse,reglisse,voie_hug_seule,inhibiteur,CYP2B6,medium,flag_review_HUG_pdf
réglisse,reglisse,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
régorafénib,regorafenib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
régorafénib,regorafenib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rélugolix,relugolix,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rélugolix,relugolix,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
remdésivir,remdesivir,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
remdésivir,remdesivir,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
remdésivir,remdesivir,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
remdésivir,remdesivir,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
remdésivir,remdesivir,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
répaglinide,repaglinide,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
répaglinide,repaglinide,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
ribociclib,ribociclib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ribociclib,ribociclib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ribociclib,ribociclib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rifabutine,rifabutine,puissance_discordante,inducteur,CYP3A4/5,high,review_manuel_prioritaire
rifabutine,rifabutine,voie_hug_seule,inducteur,Pgp,medium,flag_review_HUG_pdf
rifampicine,rifampicine,voie_cbip_seule,substrat,Pgp,low,conserver_CBIP_confidence_medium
rifampicine,rifampicine,puissance_discordante,inducteur,CYP2C8,high,review_manuel_prioritaire
rifampicine,rifampicine,voie_cbip_seule,inducteur,CYP1A2,low,conserver_CBIP_confidence_medium
rifamycine,rifamycine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rifamycine,rifamycine,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rifaximine,rifaximine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rifaximine,rifaximine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rifaximine,rifaximine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
rilpivirine,rilpivirine,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
riluzole,riluzole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
riluzole,riluzole,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
rimégépant,rimegepant,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rimégépant,rimegepant,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rimégépant,rimegepant,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
riociguat,riociguat,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
riociguat,riociguat,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
riociguat,riociguat,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
riociguat,riociguat,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
riprétinib,ripretinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
riprétinib,ripretinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
riprétinib,ripretinib,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
rispéridone,risperidone,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
rispéridone,risperidone,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
ritlécitinib,ritlecitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ritlécitinib,ritlecitinib,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
ritlécitinib,ritlecitinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ritonavir,ritonavir,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
ritonavir,ritonavir,voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
ritonavir,ritonavir,voie_hug_seule,inducteur,CYP2C19,medium,flag_review_HUG_pdf
ropinirole,ropinirole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ropinirole,ropinirole,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
ropivacaïne,ropivacaine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ropivacaïne,ropivacaine,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
rosuvastatine,rosuvastatine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rosuvastatine,rosuvastatine,voie_cbip_seule,substrat,CYP2C9,medium,conserver_CBIP_confidence_medium
roxadustat,roxadustat,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
roxadustat,roxadustat,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
roxithromycine,roxithromycine,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
rucaparib,rucaparib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rucaparib,rucaparib,voie_cbip_seule,substrat,CYP1A2,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,inhibiteur,CYP2C19,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,inhibiteur,CYP2C9,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
rucaparib,rucaparib,voie_cbip_seule,inhibiteur,Pgp,medium,conserver_CBIP_confidence_medium
rufinamide,rufinamide,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
rufinamide,rufinamide,voie_cbip_seule,inducteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
ruxolitinib,ruxolitinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
ruxolitinib,ruxolitinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
salmétérol,salmeterol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
salmétérol,salmeterol,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
saquinavir,saquinavir,puissance_discordante,inhibiteur,CYP3A4/5,high,review_manuel_prioritaire
sélexipag,selexipag,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
sélexipag,selexipag,voie_cbip_seule,substrat,CYP2C8,medium,conserver_CBIP_confidence_medium
selpercatinib,selpercatinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
selpercatinib,selpercatinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
selpercatinib,selpercatinib,voie_cbip_seule,inhibiteur,CYP2C8,medium,conserver_CBIP_confidence_medium
selpercatinib,selpercatinib,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sélumétinib,selumetinib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
sélumétinib,selumetinib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sertindole,sertindole,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
sertindole,sertindole,voie_cbip_seule,substrat,CYP2D6,medium,conserver_CBIP_confidence_medium
sertindole,sertindole,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sertraline,sertraline,voie_hug_seule,substrat,CYP2B6,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,substrat,CYP2D6,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,substrat,CYP3A4/5,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,inhibiteur,CYP1A2,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,inhibiteur,CYP2B6,medium,flag_review_HUG_pdf
sertraline,sertraline,voie_hug_seule,inhibiteur,Pgp,medium,flag_review_HUG_pdf
sildénafil,sildenafil,voie_hug_seule,substrat,CYP2C9,medium,flag_review_HUG_pdf
sildénafil,sildenafil,voie_hug_seule,substrat,Pgp,medium,flag_review_HUG_pdf
silodosine,silodosine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
silodosine,silodosine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
silodosine,silodosine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
sitagliptine,sitagliptine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
sitagliptine,sitagliptine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sitagliptine,sitagliptine,voie_cbip_seule,substrat,Pgp,medium,conserver_CBIP_confidence_medium
solifénacine,solifenacine,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
solifénacine,solifenacine,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sonidégib,sonidegib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
sonidégib,sonidegib,voie_cbip_seule,substrat,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sorafénib,sorafenib,voie_hug_seule,inhibiteur,CYP2C8,medium,flag_review_HUG_pdf
sorafénib,sorafenib,voie_hug_seule,inhibiteur,CYP2C9,medium,flag_review_HUG_pdf
sorafénib,sorafenib,voie_hug_seule,inhibiteur,CYP2D6,medium,flag_review_HUG_pdf
sorafénib,sorafenib,voie_hug_seule,inhibiteur,CYP3A4/5,medium,flag_review_HUG_pdf
stiripentol,stiripentol,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
stiripentol,stiripentol,voie_cbip_seule,inhibiteur,CYP1A2,medium,conserver_CBIP_confidence_medium
stiripentol,stiripentol,voie_cbip_seule,inhibiteur,CYP3A4/5,medium,conserver_CBIP_confidence_medium
sunitinib,sunitinib,voie_cbip_seule,substrat,Pgp,low,conserver_CBIP_confidence_medium
tabac (goudrons),tabac (goudrons),molecule_absente_cbip,,,medium,conserver_HUG_flag_review
tabac (goudrons),tabac (goudrons),voie_hug_seule,inducteur,CYP1A2,medium,flag_review_HUG_pdf
tabac (goudrons),tabac (goudrons),voie_hug_seule,inducteur,CYP2E1,medium,flag_review_HUG_pdf
talazoparib,talazoparib,molecule_absente_hug,,,medium,conserver_CBIP_flag_source_unique
